DateTime,AddedIPs,RemovedIPs
1512452478,1,0
1512805318,0,1
1512915692,0,1
1512937970,1,0
1512959818,0,1
1513048160,0,1
1513092280,1,0
1513257634,1,0
1513543962,0,1
1513588158,1,0
1513697881,0,1
1513764103,1,0
1513874666,0,1
1513897353,1,0
1513941422,1,0
1514095972,1,0
1514183898,0,1
1514271885,1,0
1514491960,0,1
1514623961,1,0
1514668039,2,0
1514756238,1,0
1514866375,0,1
1515266665,0,1
1515310368,0,1
1515332446,0,1
1515354530,0,1
1515376604,1,0
1515531535,0,1
1515597852,0,1
1515752084,1,0
1515929115,1,1
1515973757,1,1
1516039910,1,0
1516061822,1,0
1516281958,1,0
1516558383,0,1
1516602321,0,1
1516624363,1,0
1516646416,0,1
1516668267,0,1
1516734083,1,0
